shot_distance,minutes_remaining,shot_type,game_date,matchup,opponent,action_type,shot_zone_area,period,shot_made_flag
0,0.34,2,2002-03-29,Casa,POR,Driving Layup Shot,Center,2,0.0
19,0.0,2,2002-03-29,Casa,POR,Jump Shot,Right Side Center,2,0.0
6,9.25,2,2002-03-29,Casa,POR,Running Jump Shot,Center,3,1.0
11,8.23,2,2002-03-29,Casa,POR,Jump Shot,Left Side,3,0.0
8,6.44,2,2002-03-29,Casa,POR,Jump Shot,Center,3,0.0
13,5.36,2,2002-03-29,Casa,POR,Jump Shot,Right Side,3,1.0
19,4.54,2,2002-03-29,Casa,POR,Jump Shot,Right Side Center,3,0.0
0,3.44,2,2002-03-29,Casa,POR,Layup Shot,Center,3,0.0
0,3.27,2,2002-03-29,Casa,POR,Driving Layup Shot,Center,3,1.0
16,2.55,2,2002-03-29,Casa,POR,Jump Shot,Right Side Center,3,0.0
0,2.0,2,2002-03-29,Casa,POR,Alley Oop Dunk Shot,Center,3,1.0
27,0.0,3,2002-03-29,Casa,POR,Jump Shot,Right Side Center,3,0.0
16,10.25,2,2002-03-29,Casa,POR,Jump Shot,Right Side,4,0.0
15,9.13,2,2002-03-29,Casa,POR,Turnaround Jump Shot,Right Side,4,0.0
16,6.6,2,2002-03-29,Casa,POR,Running Jump Shot,Right Side Center,4,0.0
16,3.47,2,2002-03-29,Casa,POR,Jump Shot,Left Side Center,4,0.0
15,9.2,2,2002-03-31,Casa,SAS,Jump Shot,Right Side,1,0.0
10,8.31,2,2002-03-31,Casa,SAS,Jump Shot,Center,1,0.0
18,5.24,2,2002-03-31,Casa,SAS,Jump Shot,Right Side Center,1,0.0
11,4.12,2,2002-03-31,Casa,SAS,Jump Shot,Right Side,1,0.0
0,2.51,2,2002-03-31,Casa,SAS,Driving Layup Shot,Center,1,1.0
7,2.14,2,2002-03-31,Casa,SAS,Running Jump Shot,Center,1,1.0
5,1.22,2,2002-03-31,Casa,SAS,Running Jump Shot,Center,1,1.0
0,0.52,2,2002-03-31,Casa,SAS,Driving Layup Shot,Center,1,1.0
15,0.4,2,2002-03-31,Casa,SAS,Turnaround Jump Shot,Right Side,1,1.0
8,11.17,2,2002-03-31,Casa,SAS,Jump Shot,Center,2,0.0
10,11.2,2,2002-03-31,Casa,SAS,Jump Shot,Center,2,0.0
14,8.1,2,2002-03-31,Casa,SAS,Jump Shot,Right Side,2,0.0
18,7.53,2,2002-03-31,Casa,SAS,Jump Shot,Right Side,2,1.0
13,7.9,2,2002-03-31,Casa,SAS,Jump Shot,Left Side,2,0.0
12,6.4,2,2002-03-31,Casa,SAS,Turnaround Jump Shot,Right Side,2,1.0
0,2.59,2,2002-03-31,Casa,SAS,Follow Up Dunk Shot,Center,2,1.0
0,10.56,2,2002-03-31,Casa,SAS,Running Jump Shot,Center,3,1.0
18,9.55,2,2002-03-31,Casa,SAS,Jump Shot,Left Side Center,3,0.0
5,7.42,2,2002-03-31,Casa,SAS,Jump Shot,Center,3,0.0
0,4.1,2,2002-03-31,Casa,SAS,Layup Shot,Center,3,1.0
15,11.8,2,2002-03-31,Casa,SAS,Jump Shot,Center,4,0.0
0,7.34,2,2002-03-31,Casa,SAS,Layup Shot,Center,4,0.0
13,5.44,2,2002-03-31,Casa,SAS,Jump Shot,Right Side,4,0.0
0,0.33,2,2002-03-31,Casa,SAS,Layup Shot,Center,4,0.0
14,11.45,2,2002-04-02,Visitante,WAS,Running Jump Shot,Right Side,1,1.0
17,10.4,2,2002-04-02,Visitante,WAS,Jump Shot,Left Side Center,1,0.0
5,7.29,2,2002-04-02,Visitante,WAS,Jump Shot,Center,1,0.0
0,4.25,2,2002-04-02,Visitante,WAS,Driving Layup Shot,Center,1,1.0
0,3.3,2,2002-04-02,Visitante,WAS,Slam Dunk Shot,Center,1,1.0
17,1.17,2,2002-04-02,Visitante,WAS,Jump Shot,Left Side,1,0.0
0,1.7,2,2002-04-02,Visitante,WAS,Running Dunk Shot,Center,1,1.0
18,10.28,2,2002-04-02,Visitante,WAS,Jump Shot,Right Side,2,0.0
1,6.4,2,2002-04-02,Visitante,WAS,Slam Dunk Shot,Center,2,1.0
11,4.59,2,2002-04-02,Visitante,WAS,Jump Shot,Center,2,1.0
8,3.11,2,2002-04-02,Visitante,WAS,Jump Shot,Right Side,2,0.0
17,0.49,2,2002-04-02,Visitante,WAS,Jump Shot,Right Side Center,2,0.0
13,8.8,2,2002-04-02,Visitante,WAS,Jump Shot,Center,3,0.0
0,9.19,2,2002-04-03,Visitante,NJN,Reverse Layup Shot,Center,1,0.0
22,8.22,2,2002-04-03,Visitante,NJN,Jump Shot,Center,1,0.0
13,7.8,2,2002-04-03,Visitante,NJN,Turnaround Jump Shot,Left Side,1,0.0
0,5.15,2,2002-04-03,Visitante,NJN,Driving Layup Shot,Center,1,0.0
17,4.18,2,2002-04-03,Visitante,NJN,Jump Shot,Left Side Center,1,0.0
16,1.37,2,2002-04-03,Visitante,NJN,Turnaround Jump Shot,Center,1,1.0
9,7.44,2,2002-04-03,Visitante,NJN,Jump Shot,Left Side,2,0.0
15,5.11,2,2002-04-03,Visitante,NJN,Jump Shot,Right Side,2,1.0
18,4.37,2,2002-04-03,Visitante,NJN,Jump Shot,Right Side,2,0.0
0,0.58,2,2002-04-03,Visitante,NJN,Dunk Shot,Center,2,0.0
20,0.1,2,2002-04-03,Visitante,NJN,Jump Shot,Right Side Center,2,0.0
14,11.11,2,2002-04-03,Visitante,NJN,Jump Shot,Left Side,3,1.0
7,9.56,2,2002-04-03,Visitante,NJN,Running Jump Shot,Center,3,1.0
13,7.37,2,2002-04-03,Visitante,NJN,Jump Shot,Right Side,3,1.0
13,6.57,2,2002-04-03,Visitante,NJN,Fadeaway Jump Shot,Right Side,3,0.0
7,6.26,2,2002-04-03,Visitante,NJN,Running Jump Shot,Center,3,0.0
16,4.45,2,2002-04-03,Visitante,NJN,Jump Shot,Left Side Center,3,0.0
10,3.3,2,2002-04-03,Visitante,NJN,Jump Shot,Center,3,0.0
14,2.51,2,2002-04-03,Visitante,NJN,Fadeaway Jump Shot,Right Side,3,0.0
9,1.34,2,2002-04-03,Visitante,NJN,Turnaround Jump Shot,Right Side,3,1.0
15,0.34,2,2002-04-03,Visitante,NJN,Jump Shot,Right Side,3,1.0
0,10.4,2,2002-04-03,Visitante,NJN,Driving Layup Shot,Center,4,0.0
0,10.28,2,2002-04-03,Visitante,NJN,Driving Layup Shot,Center,4,1.0
26,9.15,3,2002-04-03,Visitante,NJN,Jump Shot,Center,4,0.0
0,6.53,2,2002-04-03,Visitante,NJN,Layup Shot,Center,4,0.0
10,6.45,2,2002-04-03,Visitante,NJN,Jump Shot,Right Side,4,0.0
14,6.4,2,2002-04-03,Visitante,NJN,Jump Shot,Right Side,4,0.0
6,5.1,2,2002-04-03,Visitante,NJN,Running Jump Shot,Center,4,0.0
18,2.57,2,2002-04-03,Visitante,NJN,Jump Shot,Right Side Center,4,0.0
0,0.1,2,2002-04-03,Visitante,NJN,Layup Shot,Center,4,0.0
13,11.3,2,2002-04-05,Visitante,BOS,Jump Shot,Center,1,0.0
17,8.56,2,2002-04-05,Visitante,BOS,Jump Shot,Right Side,1,0.0
8,4.47,2,2002-04-05,Visitante,BOS,Jump Shot,Center,1,0.0
25,4.25,3,2002-04-05,Visitante,BOS,Jump Shot,Right Side Center,1,0.0
14,1.27,2,2002-04-05,Visitante,BOS,Jump Shot,Right Side,1,1.0
19,0.39,2,2002-04-05,Visitante,BOS,Jump Shot,Left Side Center,1,0.0
14,11.48,2,2002-04-05,Visitante,BOS,Jump Shot,Right Side,2,0.0
19,11.2,2,2002-04-05,Visitante,BOS,Jump Shot,Right Side Center,2,0.0
20,4.42,2,2002-04-05,Visitante,BOS,Jump Shot,Right Side Center,2,0.0
21,4.4,2,2002-04-05,Visitante,BOS,Jump Shot,Right Side Center,2,1.0
17,3.31,2,2002-04-05,Visitante,BOS,Jump Shot,Left Side Center,2,0.0
19,2.16,2,2002-04-05,Visitante,BOS,Jump Shot,Right Side,2,1.0
19,1.17,2,2002-04-05,Visitante,BOS,Jump Shot,Left Side Center,2,0.0
14,0.11,2,2002-04-05,Visitante,BOS,Jump Shot,Right Side,2,1.0
18,11.39,2,2002-04-05,Visitante,BOS,Jump Shot,Center,3,0.0
17,11.5,2,2002-04-05,Visitante,BOS,Jump Shot,Left Side,3,0.0
16,10.6,2,2002-04-05,Visitante,BOS,Jump Shot,Right Side Center,3,0.0
5,8.3,2,2002-04-05,Visitante,BOS,Jump Shot,Center,3,0.0
1,7.38,2,2002-04-05,Visitante,BOS,Layup Shot,Center,3,0.0
1,5.22,2,2002-04-05,Visitante,BOS,Layup Shot,Center,3,1.0
15,6.9,2,2002-04-05,Visitante,BOS,Jump Shot,Center,4,0.0
19,5.35,2,2002-04-05,Visitante,BOS,Jump Shot,Right Side Center,4,0.0
7,4.34,2,2002-04-05,Visitante,BOS,Jump Shot,Center,4,0.0
28,3.59,3,2002-04-05,Visitante,BOS,Jump Shot,Left Side Center,4,0.0
2,3.42,2,2002-04-05,Visitante,BOS,Layup Shot,Center,4,0.0
0,11.4,2,2002-04-07,Visitante,MIA,Driving Layup Shot,Center,1,0.0
0,8.4,2,2002-04-07,Visitante,MIA,Reverse Layup Shot,Center,1,0.0
15,1.24,2,2002-04-07,Visitante,MIA,Jump Shot,Left Side,1,1.0
17,0.34,2,2002-04-07,Visitante,MIA,Jump Shot,Left Side,1,1.0
0,7.53,2,2002-04-07,Visitante,MIA,Layup Shot,Center,2,0.0
18,6.5,2,2002-04-07,Visitante,MIA,Jump Shot,Right Side,2,0.0
15,1.37,2,2002-04-07,Visitante,MIA,Jump Shot,Right Side,2,1.0
17,11.26,2,2002-04-07,Visitante,MIA,Jump Shot,Right Side Center,3,1.0
16,9.39,2,2002-04-07,Visitante,MIA,Jump Shot,Right Side Center,3,1.0
16,3.7,2,2002-04-07,Visitante,MIA,Jump Shot,Right Side,3,0.0
17,1.13,2,2002-04-07,Visitante,MIA,Jump Shot,Right Side,3,0.0
0,0.53,2,2002-04-07,Visitante,MIA,Dunk Shot,Center,4,0.0
16,10.41,2,2002-04-09,Casa,UTA,Jump Shot,Right Side,1,0.0
18,8.24,2,2002-04-09,Casa,UTA,Jump Shot,Right Side Center,1,0.0
0,4.36,2,2002-04-09,Casa,UTA,Driving Layup Shot,Center,1,1.0
9,4.5,2,2002-04-09,Casa,UTA,Turnaround Jump Shot,Right Side,1,0.0
13,1.38,2,2002-04-09,Casa,UTA,Jump Shot,Left Side,1,0.0
6,1.1,2,2002-04-09,Casa,UTA,Jump Shot,Center,1,0.0
14,0.32,2,2002-04-09,Casa,UTA,Fadeaway Jump Shot,Left Side,1,1.0
18,11.16,2,2002-04-09,Casa,UTA,Jump Shot,Right Side Center,2,1.0
0,6.24,2,2002-04-09,Casa,UTA,Reverse Dunk Shot,Center,3,1.0
14,4.5,2,2002-04-09,Casa,UTA,Jump Shot,Right Side,3,0.0
0,0.54,2,2002-04-09,Casa,UTA,Driving Layup Shot,Center,3,0.0
14,0.0,2,2002-04-09,Casa,UTA,Fadeaway Jump Shot,Right Side,3,1.0
0,11.49,2,2002-04-09,Casa,UTA,Alley Oop Layup shot,Center,4,0.0
18,11.13,2,2002-04-09,Casa,UTA,Jump Shot,Center,4,0.0
17,9.32,2,2002-04-09,Casa,UTA,Jump Shot,Left Side Center,4,0.0
8,8.58,2,2002-04-09,Casa,UTA,Turnaround Jump Shot,Center,4,1.0
18,11.44,2,2002-04-11,Casa,MIN,Jump Shot,Right Side Center,1,0.0
0,10.39,2,2002-04-11,Casa,MIN,Driving Layup Shot,Center,1,1.0
16,9.18,2,2002-04-11,Casa,MIN,Jump Shot,Left Side Center,1,0.0
11,5.3,2,2002-04-11,Casa,MIN,Jump Shot,Left Side,1,0.0
4,1.52,2,2002-04-11,Casa,MIN,Finger Roll Shot,Center,1,1.0
8,0.37,2,2002-04-11,Casa,MIN,Jump Shot,Right Side,1,0.0
0,3.0,2,2002-04-11,Casa,MIN,Driving Dunk Shot,Center,2,1.0
0,0.34,2,2002-04-11,Casa,MIN,Layup Shot,Center,2,0.0
12,0.0,2,2002-04-11,Casa,MIN,Fadeaway Jump Shot,Center,2,1.0
19,11.16,2,2002-04-11,Casa,MIN,Jump Shot,Right Side Center,3,0.0
9,8.24,2,2002-04-11,Casa,MIN,Running Jump Shot,Left Side,3,1.0
10,7.52,2,2002-04-11,Casa,MIN,Running Jump Shot,Left Side,3,0.0
8,6.41,2,2002-04-11,Casa,MIN,Jump Shot,Left Side,3,0.0
0,4.54,2,2002-04-11,Casa,MIN,Reverse Layup Shot,Center,3,0.0
21,3.58,2,2002-04-11,Casa,MIN,Jump Shot,Center,3,1.0
17,8.39,2,2002-04-11,Casa,MIN,Jump Shot,Right Side Center,4,0.0
27,8.21,3,2002-04-11,Casa,MIN,Jump Shot,Left Side Center,4,0.0
9,1.55,2,2002-04-11,Casa,MIN,Turnaround Jump Shot,Center,4,1.0
17,0.54,2,2002-04-11,Casa,MIN,Jump Shot,Right Side,4,0.0
14,0.19,2,2002-04-11,Casa,MIN,Jump Shot,Left Side,4,0.0
5,10.25,2,2002-04-14,Visitante,POR,Jump Shot,Center,1,1.0
24,0.24,3,2002-04-14,Visitante,POR,Jump Shot,Left Side Center,1,0.0
16,0.16,2,2002-04-14,Visitante,POR,Jump Shot,Left Side,1,0.0
17,10.57,2,2002-04-14,Visitante,POR,Turnaround Jump Shot,Right Side,2,1.0
0,2.6,2,2002-04-14,Visitante,POR,Driving Layup Shot,Center,2,0.0
18,1.49,2,2002-04-14,Visitante,POR,Jump Shot,Right Side,2,0.0
11,1.57,2,2002-04-14,Visitante,POR,Jump Shot,Right Side,3,1.0
11,10.25,2,2002-04-14,Visitante,POR,Jump Shot,Right Side,4,1.0
12,5.7,2,2002-04-14,Visitante,POR,Turnaround Jump Shot,Right Side,4,0.0
19,4.48,2,2002-04-14,Visitante,POR,Jump Shot,Left Side,4,0.0
6,2.1,2,2002-04-14,Visitante,POR,Jump Shot,Center,4,1.0
9,0.43,2,2002-04-14,Visitante,POR,Jump Shot,Right Side,4,0.0
11,4.33,2,2002-04-14,Visitante,POR,Jump Shot,Left Side,5,0.0
17,1.35,2,2002-04-14,Visitante,POR,Turnaround Jump Shot,Right Side Center,5,0.0
24,1.19,3,2002-04-14,Visitante,POR,Jump Shot,Left Side Center,6,0.0
25,5.43,3,2002-04-15,Casa,SEA,Jump Shot,Right Side Center,1,0.0
0,2.46,2,2002-04-15,Casa,SEA,Alley Oop Dunk Shot,Center,2,0.0
10,10.52,2,2002-04-15,Casa,SEA,Jump Shot,Right Side,3,0.0
0,10.2,2,2002-04-15,Casa,SEA,Reverse Layup Shot,Center,3,1.0
10,9.5,2,2002-04-15,Casa,SEA,Jump Shot,Center,3,0.0
0,9.48,2,2002-04-15,Casa,SEA,Tip Shot,Center,3,0.0
8,6.59,2,2002-04-15,Casa,SEA,Jump Shot,Right Side,3,0.0
19,6.24,2,2002-04-15,Casa,SEA,Jump Shot,Right Side Center,3,0.0
0,4.41,2,2002-04-15,Casa,SEA,Alley Oop Dunk Shot,Center,3,1.0
18,4.16,2,2002-04-15,Casa,SEA,Running Jump Shot,Center,3,0.0
18,3.33,2,2002-04-15,Casa,SEA,Jump Shot,Right Side Center,3,0.0
22,2.9,3,2002-04-15,Casa,SEA,Jump Shot,Right Side,3,1.0
26,1.34,3,2002-04-15,Casa,SEA,Jump Shot,Left Side Center,3,0.0
19,6.58,2,2002-04-15,Casa,SEA,Jump Shot,Right Side Center,4,0.0
0,5.49,2,2002-04-15,Casa,SEA,Alley Oop Layup shot,Center,4,1.0
12,5.17,2,2002-04-15,Casa,SEA,Jump Shot,Right Side,4,0.0
16,10.2,2,2002-04-17,Casa,SAC,Jump Shot,Right Side,1,0.0
24,9.1,3,2002-04-17,Casa,SAC,Jump Shot,Right Side Center,1,0.0
26,7.47,3,2002-04-17,Casa,SAC,Jump Shot,Left Side Center,1,0.0
0,4.49,2,2002-04-17,Casa,SAC,Dunk Shot,Center,1,1.0
0,4.25,2,2002-04-17,Casa,SAC,Driving Finger Roll Shot,Center,1,1.0
6,1.1,2,2002-04-17,Casa,SAC,Jump Shot,Center,1,0.0
0,5.11,2,2002-04-17,Casa,SAC,Layup Shot,Center,2,0.0
26,3.31,3,2002-04-17,Casa,SAC,Jump Shot,Right Side Center,2,0.0
20,3.6,2,2002-04-17,Casa,SAC,Jump Shot,Center,2,1.0
11,2.4,2,2002-04-17,Casa,SAC,Turnaround Jump Shot,Right Side,2,1.0
17,0.0,2,2002-04-17,Casa,SAC,Jump Shot,Right Side Center,2,1.0
9,9.54,2,2002-04-17,Casa,SAC,Running Jump Shot,Right Side,3,1.0
0,8.54,2,2002-04-17,Casa,SAC,Layup Shot,Center,3,1.0
25,8.0,3,2002-04-17,Casa,SAC,Jump Shot,Right Side Center,3,0.0
19,5.41,2,2002-04-17,Casa,SAC,Jump Shot,Right Side,3,0.0
0,4.17,2,2002-04-17,Casa,SAC,Layup Shot,Center,3,0.0
20,0.56,2,2002-04-17,Casa,SAC,Jump Shot,Left Side Center,3,1.0
15,11.27,2,2002-10-29,Casa,SAS,Jump Shot,Left Side,1,0.0
14,10.57,2,2002-10-29,Casa,SAS,Jump Shot,Left Side,1,1.0
8,10.18,2,2002-10-29,Casa,SAS,Jump Shot,Center,1,0.0
0,10.12,2,2002-10-29,Casa,SAS,Layup Shot,Center,1,0.0
6,5.55,2,2002-10-29,Casa,SAS,Jump Shot,Center,1,0.0
14,5.14,2,2002-10-29,Casa,SAS,Jump Shot,Left Side,1,0.0
0,4.4,2,2002-10-29,Casa,SAS,Driving Layup Shot,Center,1,0.0
0,3.3,2,2002-10-29,Casa,SAS,Layup Shot,Center,1,0.0
6,3.27,2,2002-10-29,Casa,SAS,Jump Shot,Center,1,1.0
0,0.5,2,2002-10-29,Casa,SAS,Driving Layup Shot,Center,1,0.0
18,11.41,2,2002-10-29,Casa,SAS,Jump Shot,Center,2,0.0
6,6.52,2,2002-10-29,Casa,SAS,Jump Shot,Center,2,0.0
16,6.44,2,2002-10-29,Casa,SAS,Jump Shot,Right Side Center,2,1.0
4,5.18,2,2002-10-29,Casa,SAS,Finger Roll Shot,Center,2,1.0
9,1.9,2,2002-10-29,Casa,SAS,Jump Shot,Right Side,2,0.0
6,10.41,2,2002-10-29,Casa,SAS,Jump Shot,Center,3,0.0
0,8.22,2,2002-10-29,Casa,SAS,Reverse Layup Shot,Center,3,0.0
10,5.7,2,2002-10-29,Casa,SAS,Jump Shot,Right Side,3,0.0
16,4.29,2,2002-10-29,Casa,SAS,Jump Shot,Center,3,1.0
22,2.59,2,2002-10-29,Casa,SAS,Jump Shot,Left Side Center,3,0.0
0,1.46,2,2002-10-29,Casa,SAS,Reverse Dunk Shot,Center,3,1.0
19,0.18,2,2002-10-29,Casa,SAS,Jump Shot,Right Side Center,3,1.0
0,10.17,2,2002-10-29,Casa,SAS,Layup Shot,Center,4,0.0
0,5.1,2,2002-10-29,Casa,SAS,Layup Shot,Center,4,0.0
7,4.35,2,2002-10-29,Casa,SAS,Jump Shot,Center,4,0.0
0,3.27,2,2002-10-29,Casa,SAS,Layup Shot,Center,4,0.0
25,1.22,3,2002-10-29,Casa,SAS,Jump Shot,Right Side Center,4,0.0
0,0.19,2,2002-10-29,Casa,SAS,Dunk Shot,Center,4,0.0
26,0.4,3,2002-10-29,Casa,SAS,Jump Shot,Left Side Center,4,1.0
0,11.5,2,2002-10-30,Visitante,POR,Dunk Shot,Center,1,0.0
14,10.58,2,2002-10-30,Visitante,POR,Jump Shot,Center,1,0.0
17,9.34,2,2002-10-30,Visitante,POR,Turnaround Jump Shot,Right Side,1,0.0
24,3.52,3,2002-10-30,Visitante,POR,Jump Shot,Center,1,1.0
0,3.31,2,2002-10-30,Visitante,POR,Layup Shot,Center,1,0.0
0,2.58,2,2002-10-30,Visitante,POR,Alley Oop Layup shot,Center,1,1.0
21,11.5,2,2002-10-30,Visitante,POR,Jump Shot,Center,2,0.0
24,9.59,3,2002-10-30,Visitante,POR,Jump Shot,Right Side Center,2,0.0
16,5.49,2,2002-10-30,Visitante,POR,Jump Shot,Right Side,2,0.0
20,5.4,2,2002-10-30,Visitante,POR,Jump Shot,Right Side,2,0.0
24,3.22,3,2002-10-30,Visitante,POR,Jump Shot,Right Side Center,2,1.0
24,0.0,3,2002-10-30,Visitante,POR,Jump Shot,Left Side Center,2,0.0
0,9.58,2,2002-10-30,Visitante,POR,Driving Layup Shot,Center,3,1.0
0,9.15,2,2002-10-30,Visitante,POR,Driving Layup Shot,Center,3,1.0
25,1.32,3,2002-10-30,Visitante,POR,Jump Shot,Right Side Center,3,1.0
26,0.4,3,2002-10-30,Visitante,POR,Jump Shot,Left Side Center,3,0.0
27,0.0,3,2002-10-30,Visitante,POR,Jump Shot,Left Side Center,3,0.0
9,10.43,2,2002-10-30,Visitante,POR,Turnaround Jump Shot,Left Side,4,1.0
17,11.38,2,2002-11-01,Visitante,LAC,Running Jump Shot,Left Side Center,1,1.0
0,11.1,2,2002-11-01,Visitante,LAC,Reverse Layup Shot,Center,1,0.0
0,7.35,2,2002-11-01,Visitante,LAC,Tip Shot,Center,1,0.0
0,7.32,2,2002-11-01,Visitante,LAC,Layup Shot,Center,1,1.0
18,4.17,2,2002-11-01,Visitante,LAC,Jump Shot,Right Side,1,1.0
26,3.56,3,2002-11-01,Visitante,LAC,Jump Shot,Left Side Center,2,0.0
21,0.45,2,2002-11-01,Visitante,LAC,Jump Shot,Center,2,1.0
0,11.1,2,2002-11-01,Visitante,LAC,Driving Layup Shot,Center,3,0.0
6,10.21,2,2002-11-01,Visitante,LAC,Running Jump Shot,Center,3,1.0
0,6.42,2,2002-11-01,Visitante,LAC,Driving Layup Shot,Center,3,1.0
7,3.45,2,2002-11-01,Visitante,LAC,Jump Shot,Center,3,0.0
0,2.25,2,2002-11-01,Visitante,LAC,Driving Dunk Shot,Center,3,1.0
25,11.29,3,2002-11-01,Visitante,LAC,Jump Shot,Left Side Center,4,0.0
16,10.19,2,2002-11-01,Visitante,LAC,Jump Shot,Center,4,0.0
13,2.31,2,2002-11-01,Visitante,LAC,Jump Shot,Center,4,0.0
20,1.41,2,2002-11-01,Visitante,LAC,Jump Shot,Right Side Center,4,0.0
17,1.18,2,2002-11-01,Visitante,LAC,Jump Shot,Left Side,4,0.0
20,0.53,2,2002-11-01,Visitante,LAC,Jump Shot,Left Side Center,4,0.0
25,2.47,3,2002-11-03,Casa,POR,Jump Shot,Left Side Center,1,1.0
15,2.17,2,2002-11-03,Casa,POR,Jump Shot,Right Side,1,0.0
21,10.38,2,2002-11-03,Casa,POR,Jump Shot,Right Side Center,2,1.0
0,4.16,2,2002-11-03,Casa,POR,Slam Dunk Shot,Center,2,0.0
21,10.4,2,2002-11-03,Casa,POR,Jump Shot,Left Side,3,1.0
10,7.37,2,2002-11-03,Casa,POR,Turnaround Jump Shot,Center,3,1.0
24,3.32,3,2002-11-03,Casa,POR,Jump Shot,Right Side,3,0.0
18,2.14,2,2002-11-03,Casa,POR,Jump Shot,Right Side,3,0.0
0,10.5,2,2002-11-03,Casa,POR,Layup Shot,Center,4,1.0
26,6.24,3,2002-11-03,Casa,POR,Jump Shot,Center,4,1.0
19,5.49,2,2002-11-03,Casa,POR,Jump Shot,Center,4,1.0
27,4.29,3,2002-11-03,Casa,POR,Jump Shot,Right Side Center,4,0.0
18,3.5,2,2002-11-03,Casa,POR,Jump Shot,Center,4,1.0
25,1.46,3,2002-11-03,Casa,POR,Jump Shot,Center,4,0.0
0,0.36,2,2002-11-03,Casa,POR,Layup Shot,Center,4,0.0
0,0.35,2,2002-11-03,Casa,POR,Tip Shot,Center,4,1.0
7,4.45,2,2002-11-03,Casa,POR,Jump Shot,Center,5,0.0
27,2.1,3,2002-11-03,Casa,POR,Jump Shot,Left Side Center,5,0.0
0,1.25,2,2002-11-03,Casa,POR,Driving Layup Shot,Center,5,1.0
2,9.39,2,2002-11-05,Visitante,CLE,Layup Shot,Center,1,0.0
5,8.31,2,2002-11-05,Visitante,CLE,Jump Shot,Center,1,0.0
23,8.0,3,2002-11-05,Visitante,CLE,Jump Shot,Right Side,1,1.0
15,6.55,2,2002-11-05,Visitante,CLE,Jump Shot,Right Side,1,0.0
1,4.31,2,2002-11-05,Visitante,CLE,Tip Shot,Center,1,0.0
0,4.29,2,2002-11-05,Visitante,CLE,Layup Shot,Center,1,1.0
15,9.5,2,2002-11-05,Visitante,CLE,Jump Shot,Right Side,2,0.0
1,2.28,2,2002-11-05,Visitante,CLE,Layup Shot,Center,2,0.0
13,2.19,2,2002-11-05,Visitante,CLE,Jump Shot,Center,2,1.0
16,11.39,2,2002-11-05,Visitante,CLE,Fadeaway Jump Shot,Center,3,0.0
21,7.37,2,2002-11-05,Visitante,CLE,Jump Shot,Center,3,0.0
5,2.25,2,2002-11-05,Visitante,CLE,Jump Shot,Center,3,1.0
20,11.2,2,2002-11-05,Visitante,CLE,Jump Shot,Right Side Center,4,0.0
15,10.54,2,2002-11-07,Visitante,BOS,Jump Shot,Left Side,1,0.0
15,9.32,2,2002-11-07,Visitante,BOS,Jump Shot,Right Side,1,0.0
2,8.25,2,2002-11-07,Visitante,BOS,Layup Shot,Center,1,0.0
6,4.2,2,2002-11-07,Visitante,BOS,Jump Shot,Center,1,0.0
13,2.24,2,2002-11-07,Visitante,BOS,Fadeaway Jump Shot,Right Side,1,0.0
24,0.55,3,2002-11-07,Visitante,BOS,Jump Shot,Left Side Center,1,0.0
0,0.19,2,2002-11-07,Visitante,BOS,Layup Shot,Center,1,1.0
55,0.0,3,2002-11-07,Visitante,BOS,Jump Shot,Back Court,1,0.0
16,5.56,2,2002-11-07,Visitante,BOS,Jump Shot,Left Side,2,1.0
13,5.27,2,2002-11-07,Visitante,BOS,Jump Shot,Center,2,0.0
2,4.43,2,2002-11-07,Visitante,BOS,Layup Shot,Center,2,0.0
9,4.7,2,2002-11-07,Visitante,BOS,Jump Shot,Right Side,2,0.0
13,1.24,2,2002-11-07,Visitante,BOS,Fadeaway Jump Shot,Right Side,2,1.0
20,0.52,2,2002-11-07,Visitante,BOS,Jump Shot,Left Side Center,2,1.0
38,0.0,3,2002-11-07,Visitante,BOS,Jump Shot,Right Side Center,2,0.0
7,11.5,2,2002-11-07,Visitante,BOS,Jump Shot,Center,3,1.0
18,10.31,2,2002-11-07,Visitante,BOS,Jump Shot,Right Side Center,3,0.0
0,9.27,2,2002-11-07,Visitante,BOS,Reverse Layup Shot,Center,3,0.0
12,8.44,2,2002-11-07,Visitante,BOS,Jump Shot,Right Side,3,1.0
26,8.13,3,2002-11-07,Visitante,BOS,Jump Shot,Right Side Center,3,0.0
18,7.3,2,2002-11-07,Visitante,BOS,Fadeaway Jump Shot,Left Side,3,1.0
11,6.31,2,2002-11-07,Visitante,BOS,Jump Shot,Right Side,3,0.0
19,5.49,2,2002-11-07,Visitante,BOS,Jump Shot,Right Side Center,3,1.0
17,4.41,2,2002-11-07,Visitante,BOS,Jump Shot,Left Side Center,3,0.0
17,3.4,2,2002-11-07,Visitante,BOS,Jump Shot,Left Side Center,3,0.0
18,1.2,2,2002-11-07,Visitante,BOS,Jump Shot,Right Side Center,3,1.0
25,0.32,3,2002-11-07,Visitante,BOS,Jump Shot,Center,3,0.0
18,0.1,2,2002-11-07,Visitante,BOS,Jump Shot,Center,3,0.0
4,10.54,2,2002-11-07,Visitante,BOS,Jump Shot,Center,4,0.0
15,9.45,2,2002-11-07,Visitante,BOS,Jump Shot,Right Side,4,0.0
4,9.39,2,2002-11-07,Visitante,BOS,Jump Shot,Center,4,0.0
